TeacherExp,SchoolID,TestScore,SmallClass,Boy,FreeLunch
17,48,993,1,0,1
12,35,826,0,0,1
1,22,873,0,0,1
5,64,920,0,1,0
19,73,1003,0,0,0
17,2,834,0,1,1
10,70,1069,0,1,0
13,75,967,0,0,0
1,76,971,0,1,0
2,71,1009,0,1,0
8,8,837,1,0,0
21,20,1013,1,0,0
7,4,875,0,1,0
3,42,1044,0,1,0
5,21,949,0,1,0
10,72,992,0,0,1
19,64,952,1,0,0
12,45,850,0,1,1
19,73,933,0,0,1
17,34,925,0,0,0
10,70,903,0,0,0
7,63,1031,0,0,0
21,40,924,0,1,1
1,6,866,0,0,1
17,58,975,0,1,0
18,52,957,0,0,0
13,56,796,0,0,1
8,59,873,0,1,0
16,62,891,0,0,1
2,71,816,0,0,1
14,36,917,0,1,0
8,38,944,0,1,1
1,73,884,1,1,1
8,16,912,0,0,1
13,38,934,0,0,0
14,70,1029,0,1,0
3,10,929,0,0,0
8,61,924,0,0,0
2,76,756,0,1,1
7,22,825,0,1,1
6,62,926,1,0,0
13,80,1094,0,0,0
"first year teacher",43,789,1,0,0
19,64,903,1,0,1
14,9,902,0,0,0
10,28,872,0,1,1
17,2,834,0,0,1
20,12,857,0,0,1
8,74,962,0,0,1
6,27,910,0,1,1
10,68,953,0,0,0
15,65,879,1,0,0
2,39,918,1,1,1
5,67,858,1,0,0
17,34,931,0,0,0
15,47,996,0,0,0
12,80,949,1,1,0
8,78,917,1,0,0
2,32,846,0,0,1
"first year teacher",27,903,0,1,1
6,7,871,1,1,1
11,45,896,0,1,1
12,10,857,0,0,1
11,9,935,0,0,1
14,59,1076,1,0,0
13,55,895,0,1,1
17,43,870,0,0,0
10,27,1010,0,0,1
"first year teacher",17,1056,0,0,0
"first year teacher",19,839,0,1,1
5,33,884,0,0,1
11,45,868,0,1,1
15,36,903,0,1,0
8,57,934,1,0,0
22,61,902,0,0,0
1,6,841,0,0,0
21,40,875,0,0,1
21,20,865,1,0,1
9,1,970,0,1,1
22,33,867,0,1,1
16,41,943,0,0,0
15,51,929,1,1,0
8,3,925,0,0,0
20,23,981,0,1,1
2,16,818,1,1,1
13,79,1049,0,0,0
14,70,836,0,0,1
13,75,910,0,0,0
1,16,813,1,0,1
13,14,820,1,1,1
8,70,898,1,0,0
5,79,852,1,1,1
12,20,867,0,1,0
7,36,829,1,1,1
12,79,988,0,1,0
11,60,886,1,0,1
3,45,789,1,1,1
1,73,1133,1,0,0
8,58,932,1,1,0
6,62,890,1,1,0
8,49,1042,1,1,0
"first year teacher",67,950,0,0,1
24,22,909,0,0,1
2,32,870,0,1,0
